customer_id,calls_made,sms_sent,data_used,churn
9728,25,2,6916,0
220691,65,49,7687,0
196724,57,0,5164,0
162620,16,30,8397,0
122244,59,12,266,0
94976,93,14,8314,0
38850,19,33,4603,0
198890,70,52,5572,0
168487,96,22,5486,0
127891,40,29,7537,0
132429,34,28,7113,0
42430,73,19,3635,0
166245,101,29,5351,0
60512,57,17,6774,0
229368,26,14,6314,0
213828,85,40,10288,0
120046,68,31,7315,0
78065,33,12,2615,0
113540,67,-1,8385,0
233554,67,33,640,0
83702,81,51,9193,0
109926,83,7,8041,0
210191,97,26,4319,0
86928,11,5,1593,0
161388,60,46,8082,0
21951,56,16,1413,0
53032,37,29,6086,0
80133,50,3,4512,0
63476,18,47,9529,0
108686,28,26,4622,0
96465,10,46,9082,0
217659,3,21,2229,0
94520,91,11,2033,0
41509,10,50,6521,0
236434,9,48,5295,0
113295,48,10,7245,0
122423,43,32,6450,0
66516,18,25,5063,0
182372,65,0,7789,0
24637,29,22,1502,0
21603,42,6,2418,0
171864,9,36,5531,0
242965,27,35,5278,0
185229,16,5,4913,0
179148,74,29,4448,0
186282,26,13,7189,0
41459,20,39,7912,0
97633,51,48,1337,0
224935,66,20,4203,0
90474,46,11,6964,0
213342,87,28,1677,0
61635,34,9,7773,0
89240,38,9,4704,0
192109,74,28,9024,0
233743,24,20,6489,0
146798,50,35,10239,0
26562,56,11,1365,0
4584,91,31,6407,0
107990,74,35,822,0
70723,53,48,5672,0
53082,55,22,8813,0
23598,-3,27,4851,0
131443,58,1,-314,0
124391,32,16,9542,0
31783,47,-4,6364,0
157610,61,17,1677,0
151494,47,6,4553,0
51207,41,37,7160,0
167004,68,4,10056,0
140389,77,6,4214,0
197103,81,36,4128,0
147123,61,16,637,0
225135,-5,17,9826,0
182416,62,20,10570,0
86171,-5,15,3516,0
140766,58,7,6440,0
81008,19,19,7152,0
221289,49,-2,9019,0
200605,82,19,2426,0
55387,41,43,1092,0
125851,91,47,4996,0
165597,1,11,2392,0
233732,93,34,6790,0
198753,102,16,-258,0
124514,91,18,849,0
55867,81,10,6208,0
32241,95,43,4364,0
2090,89,43,6613,0
99362,52,43,2943,0
55622,20,39,10276,0
126182,20,1,4726,0
72304,62,44,9610,0
169055,8,26,9753,0
71784,-3,19,-880,0
242586,29,42,8285,0
202879,2,42,4279,0
148204,60,-3,1676,0
60430,88,30,4290,0
154453,2,7,4671,0
128946,52,46,8361,0
174989,40,28,9821,0
14964,49,15,3832,0
4431,12,24,1708,0
47832,65,7,1135,0
139833,42,7,5789,0
221154,83,45,8883,0
155728,81,41,8138,0
101403,53,11,8969,0
243183,37,24,5966,0
220278,89,14,6134,0
165746,52,42,7430,0
56577,49,39,3302,0
28484,93,39,3558,0
203057,79,29,6863,0
51996,39,3,1667,0
125523,16,26,2669,0
40273,54,19,5513,0
131947,71,43,8694,0
12778,64,-4,2236,0
146436,52,3,7424,0
160959,30,20,6953,0
129076,66,33,5612,0
193634,14,19,4848,0
163349,-5,9,10374,0
235681,47,45,420,0
204825,4,13,6750,0
18863,29,27,5565,0
198055,68,39,3491,0
207199,-3,44,10018,0
39413,73,35,7905,0
157929,30,5,4650,0
145527,90,42,8144,0
101499,40,42,5304,0
31451,-8,31,3822,0
230542,31,8,4959,0
80339,69,51,863,0
130908,23,48,6829,0
227865,52,12,8283,0
208212,85,26,1976,0
168791,48,11,3694,0
7616,47,-3,2610,0
194937,96,42,5454,0
60528,36,8,5285,0
180786,82,8,2369,0
104954,41,13,-763,0
209401,89,34,2748,0
41806,89,33,4605,0
218108,51,9,1421,0
174199,63,32,1643,0
140118,93,-2,4494,0
143177,91,18,9505,0
76218,32,7,9841,0
78196,54,0,8533,0
18844,48,37,2573,0
206533,78,30,5744,0
127072,14,10,8539,0
243323,60,40,8798,0
148565,23,33,9694,0
42933,17,19,8347,0
222644,19,52,3135,0
148626,54,25,-163,0
62687,7,27,8428,0
31125,4,20,3935,0
30958,34,7,6803,0
166419,98,43,4004,0
69478,83,18,6771,0
40782,90,28,4694,0
93208,63,47,4868,0
98988,32,33,508,0
25551,27,6,5856,0
185319,7,13,6276,0
99756,85,30,9417,0
124776,84,3,4220,0
98281,103,43,5609,0
7474,41,18,1775,0
7465,86,34,-340,0
180403,9,29,5670,0
53769,81,8,1774,0
43044,-9,43,1309,0
189875,-5,25,7047,0
154754,28,9,3378,0
105126,19,4,8336,0
136000,30,5,3120,0
153210,64,-3,8683,0
69987,73,40,6756,0
67545,8,23,4260,0
45321,29,34,3728,0
216264,95,19,6260,0
7599,23,7,1069,0
159942,19,19,7748,0
176828,57,37,7763,0
151293,22,38,799,0
94252,12,3,4011,0
149605,39,43,5562,0
88272,90,6,4284,0
182390,59,19,1899,0
128481,63,4,1104,0
190775,98,42,6920,0
19936,105,6,2828,0
36093,61,-3,6224,0
209923,83,44,7342,0
77359,87,29,7238,0
190777,30,4,5474,0
137189,24,2,6985,0
164380,52,42,2955,0
103656,90,16,8064,0
203488,-4,20,974,0
121887,9,12,6008,0
104057,91,40,8263,0
60320,86,14,1985,0
17065,50,32,2536,0
170921,66,23,320,0
95979,50,47,3408,0
58807,2,11,8895,0
38933,0,25,7437,0
1546,76,9,8450,0
78552,33,36,-674,0
240042,17,12,2833,0
172882,74,35,4213,0
28544,82,52,6676,0
203858,51,5,6873,0
33922,48,4,1983,0
239812,61,21,6473,0
103662,53,38,9928,0
174427,32,26,779,0
42292,21,9,-259,0
13363,16,50,3100,0
34517,41,26,5595,0
2245,69,-2,2333,0
167591,68,47,6047,0
128238,29,21,10093,0
87044,98,29,8012,0
234524,95,24,1672,0
163753,27,8,5351,0
122914,65,27,1866,0
15599,28,32,2813,0
169209,69,43,1677,0
221374,40,4,7175,0
157376,3,25,10135,0
148872,17,25,2747,0
36835,63,-1,429,0
4982,63,51,6565,0
108742,41,31,9236,0
69,-1,13,8728,0
27000,51,4,5801,0
195324,89,7,9058,0
41967,39,19,1581,0
123703,59,31,9247,0
167931,90,27,4334,0
174074,12,51,3539,0
10096,-8,29,8493,0
204389,61,28,6528,0
104919,19,28,8893,0
104770,13,1,1930,0
171437,55,20,9333,0
184829,50,13,2958,0
239907,33,30,8071,0
218239,-1,8,2299,0
156189,21,6,5808,0
68252,92,11,6727,0
91760,83,7,5277,0
173036,40,35,8596,0
145766,75,19,1347,0
195638,92,22,8639,0
15104,4,16,9463,0
212386,59,5,1480,0
233185,49,7,7344,0
11732,63,-4,9734,0
230093,87,17,2026,0
80720,55,18,7209,0
81085,45,0,6031,0
63161,64,41,7564,0
166602,1,20,7195,0
41272,62,32,6667,0
200943,13,3,7857,0
128009,83,20,2580,0
221116,38,23,5020,0
71909,27,41,7762,0
194792,4,19,5114,0
215913,64,11,10238,0
143786,52,31,2152,0
132667,95,13,8790,0
167352,82,4,10220,0
14158,44,8,1686,0
205689,69,50,6308,0
168520,62,30,7782,0
240385,22,31,367,0
196401,49,23,7296,0
196709,78,1,4944,0
143283,43,34,1700,0
206553,21,15,5498,0
142271,38,19,5504,0
30843,28,15,88,0
235201,36,34,2366,0
188530,23,44,1528,0
37828,33,13,8148,0
121073,15,11,511,0
124546,-6,28,8417,0
14337,68,11,6564,0
133027,30,39,7091,0
183572,95,15,581,0
128356,100,43,-5,0
206023,88,14,5718,0
116882,4,19,2755,0
113571,58,18,-264,0
174897,27,43,5633,0
106481,15,5,5252,0
16256,60,33,1693,0
25355,24,45,5199,0
55852,14,25,1151,0
91758,29,9,1725,0
114985,27,13,1772,0
76398,40,38,3638,0
139321,96,36,8077,0
124503,80,7,1144,0
58861,94,-1,2791,0
78016,98,49,-555,0
113015,22,25,4235,0
129781,19,34,3520,0
89690,77,13,7847,0
175011,68,15,1105,0
186382,68,19,9387,0
30422,93,32,6750,0
174946,58,34,2142,0
154833,76,31,7194,0
96784,70,34,7200,0
173448,39,17,8724,0
200575,83,23,7822,0
32590,105,25,901,0
58735,36,5,3779,0
29473,91,16,6978,0
105296,-1,46,271,0
178221,13,27,869,0
13359,40,34,6882,0
78582,41,50,2285,0
116679,87,15,6752,0
37606,60,38,-372,0
160517,16,21,6162,0
33687,35,40,1363,0
8477,48,40,3423,0
238087,66,31,9088,0
219361,44,39,5297,0
115254,14,27,760,0
213464,72,24,3666,0
176631,88,24,7573,0
239922,16,46,271,0
41048,81,10,2185,0
242455,67,21,10250,0
209629,10,35,10537,0
238417,48,10,1618,0
106218,7,24,1978,0
46380,26,22,654,0
69270,-6,9,6697,0
176329,6,27,3191,0
126208,77,12,8602,0
117060,91,45,9985,0
116678,104,27,8964,0
82880,70,-3,2356,0
173165,79,4,2625,0
53531,7,4,7204,0
67918,62,28,9184,0
237248,86,19,8060,0
26686,92,1,4282,0
215391,14,35,1190,0
53751,65,-3,5276,0
6752,69,40,9003,0
190213,45,25,489,0
93749,99,8,6575,0
71903,20,21,5883,0
65453,94,8,4963,0
104283,46,25,5654,0
177537,94,26,997,0
227817,91,33,4993,0
145154,54,48,1630,0
200003,73,33,25,0
188497,15,4,6811,0
4236,68,45,6549,0
74649,62,27,8376,0
11801,85,18,9949,0
186473,31,7,3231,0
178159,28,46,5362,0
51953,72,13,9316,0
55636,90,43,7465,0
150243,7,29,4540,0
17286,76,40,7335,0
44284,37,-3,3736,0
110862,27,28,1920,0
95470,56,-1,2045,0
120525,34,18,9847,0
242913,-1,21,8320,0
79857,91,5,-56,0
146574,51,14,8303,0
21071,49,32,565,0
143133,97,42,2950,0
146395,26,20,9070,0
65777,40,40,3202,0
124739,1,39,4679,0
179141,80,13,9884,0
152831,86,1,4484,0
67664,7,17,8885,0
228971,68,14,8910,0
184977,49,10,4102,0
30692,53,8,4736,0
201567,100,38,7669,0
35209,74,40,1884,0
54752,36,32,4341,0
88785,13,41,1028,0
167594,76,31,5801,0
131379,25,18,3960,0
223751,60,1,2817,0
42471,64,29,6581,0
226708,8,7,9148,0
222164,60,12,656,0
130096,45,12,2405,0
154618,83,37,6844,0
129959,100,25,6818,0
126087,35,44,2701,0
117750,67,52,1439,0
97927,28,11,7950,0
87625,93,23,1272,0
114306,35,8,1580,0
220331,74,6,9771,0
179347,39,19,6444,0
198260,10,35,1212,0
211281,84,10,1543,0
86157,43,25,9897,0
111629,35,25,3107,0
84047,88,40,4905,0
139731,75,12,6753,0
178931,34,1,148,0
226406,102,44,6127,0
91095,79,10,287,0
241319,94,34,8838,0
210315,87,48,974,0
81916,34,3,8920,0
81264,79,36,3736,0
160535,16,51,8251,0
177306,40,9,1257,0
230779,68,-2,3665,0
162448,79,19,4335,0
55132,-4,40,4855,0
105223,49,27,8284,0
228128,22,20,9607,0
233508,47,19,4852,0
183143,71,22,7530,0
227850,15,19,2675,0
101307,70,10,-18,0
73228,11,7,6952,0
138470,4,40,7271,0
220235,54,31,3060,0
68575,68,10,3860,0
160969,18,0,-611,0
197886,88,23,4585,0
203285,84,8,1353,0
33916,70,15,1291,0
21625,16,3,3062,0
155219,37,25,4312,0
54623,15,23,599,0
63715,78,30,5088,0
192980,65,13,4926,0
157245,59,4,6714,0
583,60,26,6942,0
40651,34,9,4427,0
69003,33,10,4862,0
139259,100,46,8231,0
210164,57,1,9388,0
231270,34,23,7540,0
56457,21,17,1774,0
84820,10,2,1341,0
68217,94,-1,3740,0
119062,94,40,3944,0
84930,103,37,8867,0
48472,46,25,3484,0
28535,11,3,-91,0
52852,38,2,179,0
110500,43,19,4963,0
93679,81,7,5911,0
19937,58,14,4628,0
169729,61,28,1721,0
174965,2,38,2185,0
173182,89,1,7161,0
234993,63,-1,6352,0
204312,70,39,4228,0
179747,10,18,6611,0
48030,42,48,9370,0
52668,58,35,323,0
125492,80,30,4813,0
104557,89,39,-595,0
238007,79,24,3697,0
203686,103,24,3111,0
167532,78,33,10292,0
215154,32,42,5765,0
32581,79,8,4452,0
209725,16,31,7508,0
175257,71,27,6994,0
10368,38,40,7785,0
152260,93,10,8986,0
215545,7,9,5215,0
151138,46,32,1030,0
155768,13,29,4994,0
208336,19,50,5514,0
231707,20,44,6398,0
46873,95,38,4678,0
220577,0,2,1963,0
178575,94,45,4590,0
201785,48,2,2015,0
48045,78,26,1614,0
50943,27,30,8757,0
175991,89,11,587,0
62543,83,37,9563,0
135497,32,8,4083,0
131776,59,36,1168,0
115333,27,8,7237,0
39781,22,-4,6390,0
22094,74,20,8931,0
228222,34,5,7224,0
177581,21,1,1572,0
39881,92,50,5920,0
181453,11,37,10919,0
8308,82,20,4263,0
197466,99,30,7222,0
1951,64,17,10225,0
21046,78,7,6232,0
113328,-2,36,-369,0
61550,28,40,2215,0
72447,86,38,3060,0
112634,51,7,2714,0
63652,74,45,4561,0
180468,-2,26,897,0
200302,46,17,3578,0
23967,38,24,6505,0
2336,12,26,6556,0
210793,53,11,7523,0
137153,12,19,3538,0
13859,37,43,5891,0
24839,30,37,10253,0
91889,89,18,7080,0
89024,25,34,5237,0
10606,64,17,9600,0
199731,89,44,8060,0
182474,35,24,9032,0
120610,80,20,7033,0
218919,46,3,9707,0
33944,85,4,9660,0
95303,38,32,5355,0
55471,90,48,742,0
182838,19,43,8671,0
170987,81,11,4935,0
157914,91,29,7596,0
96221,11,11,2345,0
67651,33,14,8348,0
26295,90,36,6667,0
241258,79,28,1189,0
224750,53,26,3385,0
61565,34,46,6224,0
229993,36,32,4318,0
27731,89,10,6824,0
197057,97,38,4092,0
201525,34,13,1223,0
107279,57,52,345,0
1171,19,31,5738,0
174454,44,4,8684,0
167604,8,39,136,0
91794,40,47,7173,0
144724,18,45,3209,0
203177,48,3,6932,0
12926,85,11,1263,0
35313,25,48,9727,0
34356,81,7,6391,0
160489,75,33,6308,0
16530,70,25,280,0
60306,10,11,1882,0
100140,53,44,4418,0
114416,99,22,5953,0
59588,69,21,7932,0
164644,2,31,661,0
50590,19,-2,4065,0
188293,46,35,3156,0
20501,51,42,2233,0
84716,35,4,5691,0
178319,71,7,5213,0
160086,59,38,5703,0
50263,54,22,9125,0
177855,67,6,9342,0
207081,8,46,25,0
153069,93,-3,6449,0
176401,8,43,1303,0
134700,82,43,8962,0
68896,61,14,2198,0
72587,54,11,7453,0
94088,18,28,6050,0
186582,8,41,4594,0
223861,37,3,660,0
214217,92,9,700,0
109334,54,23,9462,0
18640,55,47,1044,0
30304,97,4,3342,0
163086,38,-4,4270,0
112281,89,43,1850,0
50719,52,3,3032,0
190970,65,15,3253,0
155950,31,18,3234,0
2003,89,42,6304,0
22728,23,51,10306,0
88115,7,13,2107,0
228952,89,8,1172,0
91808,14,50,1347,0
90349,45,29,6519,0
113998,71,30,6826,0
168333,56,14,8057,0
147793,15,8,1779,0
193119,57,29,1467,0
143709,20,-3,4391,0
155379,55,18,7877,0
74634,49,26,9833,0
218252,59,40,3679,0
141078,41,17,7583,0
80100,44,15,9226,0
93475,102,34,3506,0
55941,94,-2,470,0
111296,34,43,4722,0
72841,44,4,7916,0
84678,44,12,2358,0
105829,56,51,8246,0
121687,70,19,2490,0
193909,29,37,7149,0
183763,60,1,6082,0
162383,62,14,3298,0
97876,47,25,1817,0
197395,58,13,1194,0
116703,21,45,2841,0
236806,70,45,8891,0
188142,51,30,6911,0
153463,74,21,5234,0
156764,37,18,3492,0
85147,83,7,1640,0
201668,71,43,3906,0
203555,9,16,6034,0
97431,22,22,2263,0
70205,65,29,-658,0
112566,78,4,7548,0
121937,51,25,2151,0
18388,32,3,8416,0
48777,58,2,3990,0
151326,22,25,2505,0
28054,86,10,6086,0
90292,16,35,-919,0
144126,24,46,5048,0
116802,61,21,812,0
35178,57,27,3975,0
60576,16,9,1491,0
156798,76,29,4011,0
227647,82,3,8671,0
156284,30,22,8276,0
80996,3,14,1497,0
93867,15,35,7144,0
172994,8,37,-238,0
70827,13,42,7116,0
83780,12,6,6491,0
47335,27,39,4786,0
217935,38,43,5602,0
6075,21,35,9375,0
1227,72,17,5752,0
213743,52,18,4791,0
169212,19,32,8653,0
174942,47,2,7585,0
105967,85,43,3806,0
59432,64,13,5069,0
178312,77,25,9532,0
169335,63,39,3978,0
112220,90,37,3008,0
16232,68,-1,7805,0
76280,46,36,-151,0
127715,14,31,8196,0
161667,89,23,-558,0
29379,63,27,10388,0
227400,83,10,7501,0
118357,63,25,2309,0
240351,85,0,9406,0
238612,-6,38,8298,0
106222,47,4,2949,0
7822,42,41,-196,0
128922,10,39,9626,0
78616,28,38,5874,0
165369,57,51,5326,0
1362,19,7,6480,0
46624,7,-4,3493,0
69851,92,11,2967,0
117639,54,10,2913,0
22765,23,23,5343,0
159499,19,32,1815,0
161719,29,37,6911,0
209226,22,14,6419,0
198563,85,6,8868,0
132221,24,31,5242,0
30208,55,22,7288,0
179578,83,26,1048,0
86564,70,34,6083,0
26764,23,35,3517,0
225190,3,27,6149,0
202537,46,50,2443,0
62413,69,28,8193,0
226191,-3,42,1807,0
219984,49,27,3213,0
204930,31,2,850,0
135885,60,6,3315,0
116003,51,30,8679,0
93876,93,38,3538,0
183765,25,48,8530,0
234836,103,27,9309,0
108644,59,31,8186,0
197116,9,46,5927,0
241292,0,45,2487,0
221602,76,23,8881,0
74654,28,40,3329,0
130873,35,9,7044,0
146874,69,34,7353,0
39270,2,40,7148,0
214885,65,32,7442,0
111841,42,45,6533,0
67703,29,30,3789,0
233082,82,39,6689,0
167965,86,43,9409,0
86632,66,44,7552,0
36328,52,39,6205,0
198364,84,29,6431,0
151195,27,2,1590,0
109829,33,33,5968,0
5667,105,45,8150,0
178761,25,40,7663,0
5989,66,39,7590,0
1780,-1,37,8207,0
34541,2,10,9807,0
79689,24,3,6683,0
14451,71,43,8739,0
199740,46,3,5991,0
214955,100,44,7642,0
227034,8,17,1253,0
189908,43,3,1178,0
158084,26,22,2023,0
94551,34,36,2445,0
218406,103,17,2101,0
175226,4,39,1657,0
157808,3,12,1970,0
20805,37,39,1015,0
27461,24,27,9537,0
199722,96,26,-58,0
242944,64,40,7178,0
210497,98,4,7549,0
107977,4,14,4782,0
158428,100,2,2199,0
108946,80,10,9627,0
146847,51,9,10216,0
224256,36,10,1268,0
81419,43,37,5221,0
113974,67,5,5751,0
167437,60,14,696,0
35048,31,32,7060,0
133359,63,12,6962,0
69210,90,26,2893,0
226333,15,31,7878,0
160194,52,27,3030,0
188367,75,15,4723,0
18167,95,13,1180,0
185562,12,-3,8840,0
228441,47,36,3438,0
176801,45,21,7567,0
90586,23,6,6066,0
59855,65,44,966,0
111968,97,33,3463,0
118393,34,47,9751,0
192535,84,46,7592,0
226562,54,18,4816,0
81587,68,38,2937,0
5623,1,1,2358,0
192512,95,4,4456,0
121577,40,13,4814,0
140401,57,19,8955,0
11921,20,12,6740,0
47953,30,32,6409,0
99371,84,32,2853,0
168530,57,27,6402,0
14924,62,7,9059,0
182211,81,5,6333,0
235840,50,31,8376,0
15251,13,44,8832,0
39044,17,-3,8091,0
29336,67,16,3387,0
42172,20,15,912,0
186601,92,-1,-527,0
107216,62,26,6946,0
35609,82,18,9845,0
41883,39,35,6339,0
218644,89,23,140,0
202766,17,37,9068,0
91171,43,34,2606,0
182404,17,42,7399,0
123719,99,37,10839,0
238453,33,21,8036,0
129862,28,6,3693,0
82315,21,25,4480,0
124384,75,35,6529,0
121149,15,38,319,0
2877,40,26,7609,0
64196,57,23,10824,0
169672,56,16,7078,0
193773,1,16,6123,0
4582,7,19,2339,0
69285,1,40,189,0
39510,80,34,3030,0
157356,22,4,8012,0
112645,54,-2,10559,0
72254,48,38,2387,0
11100,22,20,10324,0
55432,88,42,6719,0
7970,-1,1,3593,0
84237,60,6,3014,0
39315,38,23,6236,0
203600,31,40,6481,0
26645,29,26,5310,0
86965,32,26,8563,0
243113,14,6,9435,0
46305,102,17,-104,0
186312,83,1,4616,0
191685,52,21,5241,0
146430,51,12,6704,0
28916,67,25,6197,0
162530,82,44,8320,0
69206,72,23,9140,0
100582,61,11,699,0
93454,19,44,1641,0
142643,97,34,9224,0
40759,42,11,4442,0
225380,20,17,1366,0
177464,-7,23,3104,0
202810,26,32,9869,0
232473,51,13,6280,0
49042,49,41,8827,0
193861,31,21,6748,0
30879,27,2,2346,0
47120,53,15,3065,0
185722,66,44,9160,0
88509,39,42,4761,0
67292,19,-2,1452,0
202716,90,38,9122,0
72610,35,35,1578,0
41358,88,38,235,0
68576,60,26,110,0
133182,92,46,8057,0
105309,52,42,1395,0
67230,7,47,15,0
130753,60,44,1971,0
225717,92,6,8321,0
74637,75,22,8356,0
47362,94,6,9028,0
34700,51,47,8849,0
12720,56,24,2208,0
30594,73,43,4271,0
26800,14,11,7588,0
164741,17,13,5770,0
228771,50,30,4122,0
177161,88,30,2159,0
171211,78,25,6983,0
24276,90,33,6566,0
214149,21,4,6668,0
174738,96,40,3114,0
105817,43,45,7361,0
206158,42,31,1476,0
69819,70,12,5003,0
188404,14,7,8248,0
153504,98,23,6296,0
164179,64,12,1454,0
115434,9,11,-325,0
116795,89,11,1792,0
227373,35,35,9466,0
116693,8,20,8777,0
111390,52,16,2063,0
239226,17,10,7145,0
73015,77,48,4910,0
137990,34,1,966,0
28807,63,34,8022,0
103795,6,36,7327,0
32785,71,13,7367,0
216969,42,51,4732,0
71259,31,43,3805,0
12732,73,34,7335,0
91725,55,18,8715,0
84587,88,5,2313,0
239607,85,38,5728,0
62786,68,33,1540,0
234668,51,22,3821,0
121652,7,24,5344,0
51440,88,16,7860,0
69152,36,39,3960,0
101975,50,11,5837,0
103348,104,42,8048,0
56411,9,31,1143,0
175179,76,29,7134,0
79629,6,37,8831,0
48513,7,34,10354,0
225856,17,0,8004,0
160638,21,34,4175,0
25225,27,36,7671,0
34842,13,21,3843,0
108650,68,7,8714,0
66276,81,23,7681,0
35356,36,6,1234,0
242816,41,9,8822,0
206140,40,30,5427,0
138198,94,33,5746,0
110769,8,4,646,0
47974,87,38,4046,0
207973,75,33,1240,0
216657,73,-2,4911,0
136060,66,5,5398,0
147481,16,16,6998,0
103555,27,24,6732,0
191419,74,26,2677,0
54004,77,42,8562,0
14251,15,43,9122,0
71954,20,27,2558,0
38256,16,40,6544,0
233829,90,35,8126,0
53326,31,37,2131,0
52368,88,5,4963,0
107679,41,0,1255,0
182970,67,10,6163,0
185657,77,17,5315,0
160369,16,33,4106,0
120023,30,25,8849,0
220912,60,38,7503,0
89939,85,18,8930,0
224481,83,41,8518,0
54609,60,12,275,0
82800,19,12,1496,0
98950,0,21,8052,0
140385,25,16,6932,0
181113,98,41,7822,0
33967,58,41,458,0
64009,84,6,1111,0
168378,29,40,5659,0
41792,1,36,1691,0
49979,30,44,7481,0
54392,28,32,9078,0
93551,100,46,7295,0
102675,89,20,6858,0
218953,5,43,6150,0
210728,16,42,3494,0
147181,74,25,514,0
150427,82,5,5298,0
45538,48,36,9610,0
45854,63,7,8697,0
134495,2,34,1161,0
218602,13,30,3389,0
209482,54,35,4369,0
241191,46,45,8167,0
40300,52,18,3058,0
191951,77,-3,10002,0
13564,76,27,4358,0
49867,52,37,8002,0
35769,53,13,-69,0
224558,72,4,6180,0
131835,62,15,8246,0
102627,3,26,5365,0
171866,34,40,6005,0
17909,99,30,4791,0
8861,63,46,185,0
1090,42,24,3936,0
186102,32,12,1288,0
56117,36,18,6947,0
132040,32,15,2854,0
184237,69,46,3875,0
131901,41,13,4593,0
139858,77,34,6972,0
81706,86,47,8603,0
113819,10,21,5552,0
218084,0,5,6105,0
185099,15,12,5793,0
67284,50,25,10108,0
172003,89,23,4322,0
45403,26,53,3629,0
197630,47,3,4830,0
240817,69,27,4619,0
11669,8,40,5559,0
91158,43,47,3020,0
156428,41,9,2180,0
126799,89,36,2648,0
85098,32,47,6550,0
180644,9,38,4149,0
217748,11,47,9044,0
233812,40,35,4139,0
204006,20,37,3955,0
141415,55,11,1200,0
59778,34,35,457,0
128787,87,8,8823,0
47966,76,22,3239,0
54457,35,19,4654,0
129793,43,29,5787,0
90876,31,31,2162,0
122612,8,20,4665,0
109583,49,52,4197,0
108465,29,28,4402,0
25945,2,24,3677,0
74358,93,10,7037,0
158958,27,21,2632,0
174519,21,26,10504,0
210969,63,9,7524,0
54835,26,5,8484,0
49025,94,30,792,0
109470,22,41,6264,0
144663,89,10,3115,0
188451,80,30,4207,0
169402,89,41,2938,0
80472,54,19,400,0
64543,54,36,3461,0
209773,63,-1,7314,0
107683,11,2,5543,0
131762,91,43,4470,0
139432,6,22,4893,0
207169,103,21,5891,0
170223,3,12,8797,0
18209,35,2,1882,0
165370,76,47,3957,0
88542,87,5,8473,0
146335,68,20,8365,0
17529,23,45,1600,0
163960,28,38,4085,0
242626,25,24,6140,0
116833,76,38,1394,0
182405,21,12,1700,0
6392,26,8,1248,0
104982,33,12,4726,0
192985,107,8,1094,0
96209,40,2,9172,0
70116,57,44,4338,0
24436,12,51,5682,0
215984,89,9,7136,0
131234,66,20,6687,0
54733,84,12,8182,0
25435,-3,23,4269,0
58610,42,41,8415,0
45501,35,15,6530,0
19580,14,11,4281,0
31999,102,27,2382,0
50944,55,12,9704,0
82493,12,36,2951,0
172925,3,1,526,0
176798,74,2,1647,0
142269,15,1,4654,0
88547,34,45,3786,0
179035,78,18,10270,0
91328,67,32,6300,0
201129,8,21,8465,0
18205,98,10,3154,0
22158,11,37,3474,0
151653,34,21,4558,0
112427,9,24,5566,0
141454,34,20,3602,0
177132,32,13,4834,0
213179,62,6,10020,0
174660,2,44,9814,0
233122,39,3,4094,0
38811,18,44,2259,0
91774,-2,35,2253,0
4216,69,37,3735,0
115829,26,15,5569,0
56832,17,30,4453,0
177395,16,9,4979,0
45286,54,16,3212,0
115926,101,43,2297,0
37963,18,8,5041,0
185165,41,4,8734,0
226684,41,27,8189,0
17824,73,37,9606,0
226772,26,0,9075,0
116345,83,26,3956,0
189898,43,20,2054,0
19505,18,15,5986,0
73028,54,18,6523,0
8960,55,46,1210,0
139292,15,21,9312,0
118832,10,36,4672,0
91178,83,24,2074,0
97814,56,31,5422,0
96160,85,33,7639,0
55099,56,37,9182,0
195969,36,42,6263,0
40289,23,43,5670,0
24994,0,37,5580,0
106007,42,33,8184,0
179513,88,42,8154,0
98302,92,40,-306,0
53868,64,37,8179,0
108926,89,51,6754,0
203947,72,5,871,0
217764,48,34,1699,0
203826,94,44,2279,0
152478,5,22,5640,0
135012,15,42,3120,0
97693,86,21,3813,0
143841,56,38,2265,0
192761,29,35,6387,0
157584,72,40,3772,0
62028,61,9,1937,0
85407,87,46,2609,0
164248,68,25,8966,0
2999,47,8,3114,0
44746,50,42,-581,0
164341,68,15,4268,0
335,80,9,328,0
162860,87,23,3077,0
51260,31,19,7011,0
131566,52,25,4350,0
38865,49,45,1365,0
115105,53,5,5226,0
63402,29,31,8584,0
104735,50,5,7285,0
15317,96,39,2486,0
84989,15,-3,8164,0
44077,5,8,10713,0
15724,2,12,2507,0
198195,4,32,5175,0
80898,77,41,8776,0
41551,87,33,4450,0
176561,25,51,2144,0
33689,70,48,3513,0
228409,4,1,829,0
21964,95,11,6997,0
187944,7,13,9070,0
173359,42,9,4326,0
158350,32,27,4393,0
152650,5,25,4599,0
54389,95,30,3023,0
37297,52,35,835,0
101947,2,12,6931,0
90651,103,32,1557,0
50627,21,-1,3895,0
96822,38,43,10114,0
147478,89,24,6998,0
34346,7,45,8555,0
230992,9,18,9326,0
167182,83,32,5780,0
140762,95,36,6437,0
95350,63,31,1560,0
29975,33,28,3446,0
41263,23,41,8664,0
200330,65,5,5748,0
13336,19,14,7321,0
216345,86,6,7766,0
189576,19,27,4272,0
140832,3,25,6924,0
76255,66,12,2017,0
133574,61,12,10551,0
228911,11,48,1099,0
147180,80,17,7914,0
137595,74,22,8406,0
133914,74,38,6264,0
212226,66,36,2268,0
236372,66,-2,1085,0
103039,58,25,1497,0
122350,70,35,9625,0
36500,13,9,7474,0
238244,33,4,1222,0
45006,69,7,7418,0
114385,107,24,1695,0
